energy,tempo,danceability,playlist_genre,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,playlist_subgenre,type,label_kaggle
0.794,149.923,0.531,j-pop,0.082,0.775,Mrs. GREEN APPLE,4.0,0.0964,77,ライラック,Anime Hits,ライラック,2024-04-11,0.0,1.0,10.0,288200.0,anime,audio_features,1
0.898,151.99,0.479,j-pop,0.297,0.639,Tatsuya Kitani,4.0,0.169,71,青のすみか,Anime Hits,青のすみか,2023-07-07,0.0,1.0,1.0,196467.0,anime,audio_features,1
0.822,157.013,0.853,j-pop,0.166,0.746,Creepy Nuts,4.0,0.246,80,Bling-Bang-Bang-Born,Anime Hits,Bling-Bang-Bang-Born,2024-01-07,0.00985,0.0,6.0,168136.0,anime,audio_features,1
0.905,141.131,0.545,j-pop,0.182,0.735,Yuuri,4.0,0.0684,73,カーテンコール,Anime Hits,カーテンコール,2024-07-19,0.0,1.0,5.0,243027.0,anime,audio_features,1
0.571,101.955,0.695,j-pop,0.118,0.726,ヨルシカ,4.0,0.111,70,晴る,Anime Hits,晴る,2024-01-05,3.58e-06,0.0,11.0,270705.0,anime,audio_features,1
0.811,139.959,0.693,j-pop,0.106,0.944,OneRepublic,4.0,0.0313,69,Nobody (from Kaiju No. 8),Anime Hits,Nobody - from Kaiju No. 8,2024-04-12,0.0,1.0,5.0,153626.0,anime,audio_features,1
0.808,115.063,0.576,j-pop,0.127,0.172,YUNGBLUD,4.0,0.0407,68,Abyss (from Kaiju No. 8),Anime Hits,Abyss - from Kaiju No. 8,2024-01-19,0.0,1.0,1.0,123293.0,anime,audio_features,1
0.951,169.955,0.436,j-pop,0.149,0.428,"MAN WITH A MISSION, milet",4.0,0.202,68,絆ノ奇跡,Anime Hits,絆ノ奇跡,2023-04-10,0.0,0.0,7.0,223320.0,anime,audio_features,1
0.514,82.05,0.829,j-pop,0.231,0.757,Vaundy,4.0,0.0531,68,タイムパラドックス,Anime Hits,タイムパラドックス,2024-01-07,1.45e-06,1.0,2.0,226558.0,anime,audio_features,1
0.836,105.173,0.543,metal,0.153,0.56,Metallica,4.0,0.0353,75,Master Of Puppets (Remastered),Metal Essentials,Master Of Puppets,1986-03-03,0.431,0.0,4.0,515387.0,classic,audio_features,1
0.908,159.756,0.285,metal,0.311,0.669,Iron Maiden,4.0,0.0705,71,Piece of Mind (2015 Remaster),Metal Essentials,The Trooper - 2015 Remaster,1983,0.00909,0.0,4.0,252733.0,classic,audio_features,1
0.704,118.242,0.43,metal,0.0933,0.703,Pantera,4.0,0.0804,73,Vulgar Display of Power,Metal Essentials,Walk,1992-02-21,0.00221,0.0,1.0,315120.0,classic,audio_features,1
0.934,127.066,0.417,metal,0.132,0.287,System Of A Down,4.0,0.119,83,Toxicity,Metal Essentials,Chop Suey!,2001-09-04,0.0015,0.0,7.0,210240.0,classic,audio_features,1
0.891,92.049,0.283,metal,0.159,0.226,Korn,4.0,0.178,68,Korn,Metal Essentials,Blind,1994-10-11,0.0038,1.0,2.0,258267.0,classic,audio_features,1
0.695,102.178,0.437,metal,0.124,0.413,Metallica,3.0,0.0617,72,...And Justice For All,Metal Essentials,One,1988-08-25,0.0857,1.0,7.0,447440.0,classic,audio_features,1
0.763,148.366,0.365,metal,0.0865,0.342,Danzig,4.0,0.0591,69,Danzig,Metal Essentials,Mother,1988-01-01,0.000457,0.0,11.0,204867.0,classic,audio_features,1
0.908,114.816,0.415,metal,0.082,0.437,Pantera,4.0,0.0765,71,Cowboys from Hell,Metal Essentials,Cowboys from Hell,1990-07-20,0.0345,1.0,2.0,243533.0,classic,audio_features,1
0.982,143.772,0.354,metal,0.204,0.194,Slipknot,4.0,0.168,80,Vol. 3: The Subliminal Verses,Metal Essentials,Duality,2004,0.000294,0.0,4.0,252613.0,classic,audio_features,1
0.828,123.257,0.577,metal,0.0581,0.604,Metallica,4.0,0.0298,79,Metallica,Metal Essentials,Enter Sandman,1991-08-12,0.0114,0.0,6.0,331267.0,classic,audio_features,1
0.916,118.004,0.58,metal,0.126,0.683,Avenged Sevenfold,4.0,0.0387,75,Hail to the King,Metal Essentials,Hail to the King,2013-08-23,0.0259,0.0,3.0,305907.0,classic,audio_features,1
0.898,103.299,0.353,metal,0.39,0.525,Korn,4.0,0.052,77,Follow The Leader,Metal Essentials,Freak On a Leash,1998-08-18,0.105,1.0,2.0,255733.0,classic,audio_features,1
0.963,125.033,0.59,metal,0.0781,0.586,Rob Zombie,4.0,0.0676,77,Hellbilly Deluxe,Metal Essentials,Dragula,1998-01-01,0.000105,0.0,0.0,222827.0,classic,audio_features,1
0.949,129.984,0.554,metal,0.2,0.233,Avenged Sevenfold,4.0,0.0787,70,Nightmare,Metal Essentials,Nightmare,2010-07-23,9.98e-05,1.0,2.0,374453.0,classic,audio_features,1
0.781,71.841,0.443,metal,0.166,0.372,Deftones,4.0,0.0377,77,Around the Fur,Metal Essentials,My Own Summer (Shove It),1997-10-27,0.205,1.0,1.0,214760.0,classic,audio_features,1
0.714,107.441,0.567,metal,0.186,0.191,TOOL,3.0,0.0302,68,Lateralus,Metal Essentials,Schism,2001-05-15,0.417,0.0,9.0,403533.0,classic,audio_features,1
0.821,94.895,0.669,hip-hop,0.147,0.684,"Dr. Dre, Snoop Dogg",4.0,0.29,76,The Chronic,Hip-Hop Drive,"Nuthin' But A ""G"" Thang",1992-12-15,0.0,0.0,11.0,237573.0,modern,audio_features,1
0.72,103.314,0.916,reggae,0.0958,0.761,Bob Marley & The Wailers,4.0,0.1,79,Uprising,Reggae Classics,Could You Be Loved,1980-06-10,0.00016,1.0,0.0,237000.0,classic,audio_features,1
0.661,76.71,0.836,reggae,0.449,0.753,Damian Marley,4.0,0.338,68,Welcome to Jamrock,Reggae Classics,Welcome To Jamrock,2005-01-01,0.0,0.0,7.0,213200.0,classic,audio_features,1
0.733,95.107,0.883,reggae,0.334,0.946,Chaka Demus & Pliers,4.0,0.128,68,Tease Me,Reggae Classics,Murder She Wrote,1993-01-01,0.00026,0.0,11.0,245000.0,classic,audio_features,1
0.463,124.084,0.929,reggae,0.0634,0.755,Bob Marley & The Wailers,4.0,0.308,70,Confrontation,Reggae Classics,Buffalo Soldier,1983-05-23,5.3e-06,1.0,9.0,255840.0,classic,audio_features,1
0.775,93.431,0.816,hip-hop,0.0543,0.527,"Dr. Dre, Snoop Dogg",4.0,0.234,81,2001,90s Hip-Hop,Still D.R.E.,1999-11-16,0.00031,1.0,11.0,270587.0,90s,audio_features,1
0.697,93.941,0.901,hip-hop,0.287,0.67,The Notorious B.I.G.,4.0,0.28,78,Life After Death (2014 Remastered Edition),90s Hip-Hop,Hypnotize - 2014 Remaster,1997-03-04,0.0,1.0,9.0,229827.0,90s,audio_features,1
0.505,99.935,0.535,hip-hop,0.0923,0.495,Ms. Lauryn Hill,4.0,0.245,74,The Miseducation of Lauryn Hill,90s Hip-Hop,Doo Wop (That Thing),1998-08-25,0.0,0.0,2.0,320267.0,90s,audio_features,1
0.63,95.0,0.874,hip-hop,0.0582,0.717,2Pac,4.0,0.298,74,R U Still Down? [Remember Me],90s Hip-Hop,Do For Love,1997-01-01,0.00479,1.0,1.0,281600.0,90s,audio_features,1
0.786,93.857,0.763,hip-hop,0.0817,0.504,Mobb Deep,4.0,0.229,74,The Infamous,90s Hip-Hop,"Shook Ones, Pt. II",1995-04-25,0.0114,0.0,10.0,325507.0,90s,audio_features,1
0.706,174.039,0.584,hip-hop,0.125,0.579,"Luniz, Michael Marshall",4.0,0.366,73,Operation Stackola,90s Hip-Hop,I Got 5 On It,1995-07-04,0.0,0.0,10.0,253533.0,90s,audio_features,1
0.62,94.121,0.9,hip-hop,0.0647,0.867,"Big Pun, Joe",4.0,0.312,72,Capital Punishment,90s Hip-Hop,Still Not a Player (feat. Joe) - Radio Version,1998-04-28,0.00156,0.0,4.0,236800.0,90s,audio_features,1
0.818,96.063,0.889,hip-hop,0.179,0.782,The Notorious B.I.G.,4.0,0.253,73,Ready to Die (The Remaster),90s Hip-Hop,Juicy - 2005 Remaster,1994-09-13,0.0,1.0,9.0,302760.0,90s,audio_features,1
0.821,94.895,0.669,hip-hop,0.147,0.684,"Dr. Dre, Snoop Dogg",4.0,0.29,76,The Chronic,90s Hip-Hop,"Nuthin' But A ""G"" Thang",1992-12-15,0.0,0.0,11.0,237573.0,90s,audio_features,1
0.514,181.033,0.512,hip-hop,0.126,0.565,Wu-Tang Clan,4.0,0.387,72,Enter The Wu-Tang (36 Chambers) [Expanded Edition],90s Hip-Hop,C.R.E.A.M. (Cash Rules Everything Around Me),1993-11-09,0.00958,0.0,11.0,252027.0,90s,audio_features,1
0.611,102.304,0.897,hip-hop,0.0894,0.769,Cypress Hill,4.0,0.211,70,Black Sunday,90s Hip-Hop,Insane in the Brain,1993-07-20,0.186,1.0,11.0,208267.0,90s,audio_features,1
0.734,97.044,0.918,hip-hop,0.191,0.608,Outkast,4.0,0.269,70,ATLiens,90s Hip-Hop,ATLiens,1996-08-27,8.01e-06,0.0,11.0,230693.0,90s,audio_features,1
0.91,84.099,0.665,hip-hop,0.227,0.887,Nas,4.0,0.223,70,Illmatic,90s Hip-Hop,N.Y. State of Mind,1994-04-19,0.0,0.0,6.0,293973.0,90s,audio_features,1
0.735,101.368,0.934,hip-hop,0.107,0.768,"Ice Cube, Das EFX",4.0,0.251,69,Bootlegs And B-Sides,90s Hip-Hop,Check Yo Self - Remix,1994-11-22,8.6e-06,1.0,1.0,273107.0,90s,audio_features,1
0.54,84.115,0.773,hip-hop,0.131,0.322,2Pac,4.0,0.103,68,Me Against The World,90s Hip-Hop,Dear Mama,1995-03-14,0.0,1.0,6.0,280000.0,90s,audio_features,1
0.703,94.828,0.813,hip-hop,0.237,0.241,Mobb Deep,4.0,0.268,68,The Infamous,90s Hip-Hop,Survival of the Fittest,1995-04-25,1.26e-06,0.0,11.0,224533.0,90s,audio_features,1
0.884,104.536,0.845,hip-hop,0.203,0.904,"The Notorious B.I.G., Mase, Diddy",4.0,0.0759,72,Life After Death (2014 Remastered Edition),90s Hip-Hop,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,1997-03-04,2.1e-06,0.0,6.0,257400.0,90s,audio_features,1
0.666,96.662,0.848,hip-hop,0.129,0.744,A Tribe Called Quest,4.0,0.274,68,People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition),90s Hip-Hop,Can I Kick It?,1990-04-17,0.000699,1.0,0.0,251573.0,90s,audio_features,1
0.732,172.329,0.598,hip-hop,0.508,0.595,2Pac,4.0,0.425,68,Strictly 4 My N.I.G.G.A.Z...,90s Hip-Hop,Keep Ya Head Up,1993-02-16,0.0,1.0,4.0,262507.0,90s,audio_features,1
0.767,127.361,0.532,rock,0.39,0.755,AC/DC,4.0,0.0574,81,Back In Black,80s Rock Anthems,You Shook Me All Night Long,1980-07-25,0.000513,1.0,7.0,210173.0,80s,audio_features,1
0.795,112.067,0.645,rock,0.104,0.535,Tears For Fears,4.0,0.0527,85,Songs From The Big Chair (Super Deluxe Edition),80s Rock Anthems,Everybody Wants To Rule The World,1985-02-25,0.00389,1.0,7.0,251489.0,80s,audio_features,1
0.802,119.25,0.491,rock,0.387,0.472,Journey,4.0,0.0392,72,The Essential Journey,80s Rock Anthems,Don't Stop Believin',2001-10-16,0.0,1.0,4.0,248907.0,80s,audio_features,1
0.373,92.718,0.671,rock,0.0481,0.732,TOTO,4.0,0.0323,83,Toto IV,80s Rock Anthems,Africa,1982-04-08,8.01e-05,1.0,9.0,295893.0,80s,audio_features,1
0.7,188.386,0.31,rock,0.0828,0.763,AC/DC,4.0,0.047,83,Back In Black,80s Rock Anthems,Back In Black,1980-07-25,0.00965,1.0,9.0,255493.0,80s,audio_features,1
0.942,148.723,0.527,rock,0.188,0.495,Bruce Springsteen,4.0,0.0366,82,Born In The U.S.A.,80s Rock Anthems,Dancing In the Dark,1984-06-04,0.0,0.0,1.0,241307.0,80s,audio_features,1
0.959,122.805,0.541,rock,0.344,0.812,Bon Jovi,4.0,0.0505,81,Slippery When Wet,80s Rock Anthems,You Give Love A Bad Name,1986-08-16,2.18e-06,0.0,0.0,222707.0,80s,audio_features,1
0.834,139.13,0.509,rock,0.0732,0.774,Bryan Adams,4.0,0.0386,80,Reckless (30th Anniversary / Deluxe Edition),80s Rock Anthems,Summer Of '69,1984-11-05,0.0,1.0,2.0,216053.0,80s,audio_features,1
0.836,113.375,0.743,rock,0.384,0.82,The Clash,4.0,0.116,80,Combat Rock (Remastered),80s Rock Anthems,Should I Stay or Should I Go - Remastered,1982,0.0,1.0,2.0,188987.0,80s,audio_features,1
0.712,113.805,0.671,rock,0.103,0.462,"Queen, David Bowie",4.0,0.0476,79,Hot Space (2011 Remaster),80s Rock Anthems,Under Pressure - Remastered 2011,1982-05-03,0.0,1.0,2.0,248440.0,80s,audio_features,1
0.716,94.379,0.535,rock,0.659,0.901,Joan Jett & the Blackhearts,4.0,0.0431,77,I Love Rock 'N' Roll (Expanded Edition),80s Rock Anthems,I Love Rock 'N Roll,1981-11-18,0.0,1.0,4.0,175173.0,80s,audio_features,1
0.932,122.431,0.631,rock,0.0918,0.971,The Rolling Stones,4.0,0.0354,76,Tattoo You (2009 Re-Mastered),80s Rock Anthems,Start Me Up - Remastered 2009,1981-08-24,0.137,1.0,5.0,213067.0,80s,audio_features,1
0.835,129.981,0.572,rock,0.0702,0.795,Van Halen,4.0,0.0317,75,1984 (Remastered),80s Rock Anthems,Jump - 2015 Remaster,1984-01-04,0.000377,1.0,0.0,241600.0,80s,audio_features,1
0.449,84.383,0.623,rock,0.0613,0.573,Tom Petty,4.0,0.0253,75,Full Moon Fever,80s Rock Anthems,Free Fallin',1989-01-01,0.0,1.0,5.0,256000.0,80s,audio_features,1
0.843,117.662,0.529,rock,0.0608,0.188,Europe,4.0,0.0616,74,The Final Countdown (Expanded Edition),80s Rock Anthems,The Final Countdown,1986,0.000827,0.0,6.0,310333.0,80s,audio_features,1
0.873,106.767,0.389,rock,0.273,0.303,AC/DC,4.0,0.0475,73,Back In Black,80s Rock Anthems,Hells Bells,1980-07-25,0.0055,0.0,4.0,312293.0,80s,audio_features,1
0.768,81.909,0.558,rock,0.124,0.429,The Police,4.0,0.0343,73,Ghost In The Machine (Remastered 2003),80s Rock Anthems,Every Little Thing She Does Is Magic,1981-10-02,0.0626,1.0,2.0,260573.0,80s,audio_features,1
0.549,176.941,0.516,rock,0.184,0.907,Don Henley,4.0,0.0373,73,Building The Perfect Beast,80s Rock Anthems,The Boys Of Summer,1984-11-19,0.00572,1.0,6.0,288733.0,80s,audio_features,1
0.758,112.113,0.489,rock,0.092,0.435,David Bowie,4.0,0.0297,72,"""Heroes"" (2017 Remaster)",80s Rock Anthems,Heroes - 2017 Remaster,1977,0.49,1.0,7.0,371413.0,80s,audio_features,1
0.952,122.093,0.398,rock,0.1,0.584,Bruce Springsteen,4.0,0.061,72,Born In The U.S.A.,80s Rock Anthems,Born in the U.S.A.,1984-06-04,7.75e-05,1.0,4.0,278680.0,80s,audio_features,1
0.478,114.02,0.766,rock,0.165,0.965,Tom Petty,4.0,0.0329,73,Full Moon Fever,80s Rock Anthems,I Won't Back Down,1989-01-01,2.49e-06,1.0,7.0,178360.0,80s,audio_features,1
0.953,84.989,0.267,rock,0.283,0.568,Def Leppard,4.0,0.096,72,Hysteria (Super Deluxe),80s Rock Anthems,Pour Some Sugar On Me - Remastered 2017,1987-08-03,0.0,0.0,1.0,267307.0,80s,audio_features,1
0.803,150.036,0.253,rock,0.309,0.258,Bon Jovi,4.0,0.0392,72,Slippery When Wet,80s Rock Anthems,Wanted Dead Or Alive,1986-08-16,0.0146,1.0,7.0,308667.0,80s,audio_features,1
0.978,141.167,0.526,rock,0.0744,0.451,Van Halen,4.0,0.108,72,1984 (Remastered),80s Rock Anthems,Panama - 2015 Remaster,1984-01-04,4.75e-05,1.0,8.0,210227.0,80s,audio_features,1
0.811,126.59,0.561,rock,0.287,0.635,Bryan Adams,4.0,0.0265,71,Reckless (30th Anniversary / Deluxe Edition),80s Rock Anthems,Run To You,1984-11-05,3.66e-05,1.0,4.0,233270.0,80s,audio_features,1
0.872,129.885,0.797,rock,0.284,0.866,The Clash,4.0,0.0575,71,Combat Rock (Remastered),80s Rock Anthems,Rock the Casbah - Remastered,1982,0.0,0.0,9.0,222427.0,80s,audio_features,1
0.908,159.756,0.285,rock,0.311,0.669,Iron Maiden,4.0,0.0705,71,Piece of Mind (2015 Remaster),80s Rock Anthems,The Trooper - 2015 Remaster,1983,0.00909,0.0,4.0,252733.0,80s,audio_features,1
0.528,109.975,0.932,rock,0.163,0.757,Queen,4.0,0.161,71,The Game (Deluxe Remastered Version),80s Rock Anthems,Another One Bites The Dust - Remastered 2011,1980-06-27,0.329,0.0,5.0,214653.0,80s,audio_features,1
0.812,127.568,0.691,rock,0.299,0.685,Duran Duran,4.0,0.0558,71,Rio (Collector's Edition),80s Rock Anthems,Hungry Like the Wolf - 2009 Remaster,1982-05-10,1.16e-06,1.0,0.0,220627.0,80s,audio_features,1
0.93,190.818,0.398,rock,0.0874,0.725,The Smiths,4.0,0.0615,71,Hatful of Hollow,80s Rock Anthems,How Soon Is Now? - 2011 Remaster,1984,0.121,1.0,11.0,408173.0,80s,audio_features,1
0.942,97.909,0.511,rock,0.139,0.498,Tears For Fears,4.0,0.0429,71,Songs From The Big Chair,80s Rock Anthems,Shout,1985-02-25,1.87e-05,1.0,0.0,393667.0,80s,audio_features,1
0.899,152.445,0.475,rock,0.14,0.603,Bon Jovi,4.0,0.0637,72,Bon Jovi,80s Rock Anthems,Runaway,1984-01-23,1.91e-05,0.0,9.0,230667.0,80s,audio_features,1
0.96,131.707,0.469,rock,0.334,0.37,Journey,4.0,0.0629,70,Frontiers (2023 Remaster),80s Rock Anthems,Separate Ways (Worlds Apart) [2023 Remaster],1983-02-01,1.81e-06,0.0,4.0,323453.0,80s,audio_features,1
0.96,117.486,0.574,rock,0.121,0.978,Bruce Springsteen,4.0,0.032,70,Born In The U.S.A.,80s Rock Anthems,Glory Days,1984-06-04,0.0,1.0,9.0,254733.0,80s,audio_features,1
0.58,127.402,0.741,rock,0.212,0.944,Pat Benatar,4.0,0.0304,70,Crimes Of Passion,80s Rock Anthems,Hit Me With Your Best Shot,1980-08-05,3.61e-05,1.0,4.0,171267.0,80s,audio_features,1
0.763,148.366,0.365,rock,0.0865,0.342,Danzig,4.0,0.0591,69,Danzig,80s Rock Anthems,Mother,1988-01-01,0.000457,0.0,11.0,204867.0,80s,audio_features,1
0.804,111.457,0.591,rock,0.0818,0.658,Stevie Nicks,4.0,0.0454,69,Bella Donna (2016 Remastered),80s Rock Anthems,Edge of Seventeen - 2016 Remaster,1981-07-27,5.98e-06,1.0,0.0,329413.0,80s,audio_features,1
0.427,119.18,0.753,rock,0.058,0.295,Midnight Oil,4.0,0.0387,69,Diesel And Dust,80s Rock Anthems,Beds Are Burning - Remastered,1987-10-02,0.00065,1.0,0.0,255680.0,80s,audio_features,1
0.506,140.309,0.799,rock,0.0365,0.518,The Police,4.0,0.0606,69,Zenyatta Mondatta (Remastered 2003),80s Rock Anthems,Don't Stand So Close To Me,1980-10-03,0.00107,1.0,2.0,242667.0,80s,audio_features,1
0.737,125.447,0.785,rock,0.108,0.971,John Mellencamp,4.0,0.0363,69,American Fool,80s Rock Anthems,Hurts So Good,1982,0.000107,1.0,9.0,218960.0,80s,audio_features,1
0.846,107.01,0.659,rock,0.203,0.659,Def Leppard,4.0,0.0274,69,Hysteria,80s Rock Anthems,Hysteria,1987-08-03,0.0144,1.0,7.0,354636.0,80s,audio_features,1
0.833,142.663,0.553,rock,0.0737,0.773,Blondie,4.0,0.0347,69,Call Me,80s Rock Anthems,Call Me,2004-01-01,0.00246,0.0,2.0,212227.0,80s,audio_features,1
0.858,133.615,0.503,rock,0.0803,0.419,Beastie Boys,5.0,0.0657,68,Licensed To Ill,80s Rock Anthems,Fight For Your Right,1986-11-15,0.00234,1.0,8.0,208653.0,80s,audio_features,1
0.632,140.176,0.531,rock,0.364,0.294,Poison,4.0,0.0312,68,Open Up And Say...Ahh! (20th Anniversary Edition),80s Rock Anthems,Every Rose Has Its Thorn - 2003 Remaster,1988-03-21,1.14e-05,1.0,6.0,260173.0,80s,audio_features,1
0.691,119.96,0.823,hip-hop,0.1,0.707,"GIMS, DYSTINCT",4.0,0.197,74,SPIDER,French Rap Classics,SPIDER,2024-05-10,1.73e-06,0.0,9.0,188818.0,french,audio_features,1
0.78,134.937,0.724,hip-hop,0.139,0.72,"Central Cee, JRK 19",5.0,0.354,70,Bolide Noir,French Rap Classics,Bolide Noir,2024-08-22,0.0,0.0,1.0,170800.0,french,audio_features,1
0.693,87.973,0.702,hip-hop,0.0702,0.572,"Gazo, Tiakola",4.0,0.191,68,LA MELO EST GANGX,French Rap Classics,MAMI WATA,2023-12-01,0.0,0.0,5.0,233240.0,french,audio_features,1
0.926,105.969,0.682,k-pop,0.19,0.86,NAYEON,4.0,0.0607,73,,K-Pop Daebak,ABCD,2024-06-14,0.0,0.0,3.0,162840.0,modern,audio_features,1
0.628,140.053,0.668,k-pop,0.0293,0.568,LISA,4.0,0.046,83,Rockstar,K-Pop Daebak,Rockstar,2024-06-27,0.0,1.0,8.0,138213.0,modern,audio_features,1
0.747,120.073,0.745,k-pop,0.0738,0.363,aespa,4.0,0.0815,72,Armageddon - The 1st Album,K-Pop Daebak,Supernova,2024-05-27,1.69e-06,0.0,11.0,178880.0,modern,audio_features,1
0.786,91.992,0.695,k-pop,0.109,0.465,aespa,4.0,0.0666,74,Armageddon - The 1st Album,K-Pop Daebak,Armageddon,2024-05-27,1.41e-06,1.0,9.0,196467.0,modern,audio_features,1
0.597,170.022,0.77,k-pop,0.239,0.875,"Lee Young Ji, D.O.",4.0,0.223,72,16 Fantasy,K-Pop Daebak,Small girl (feat. D.O.),2024-06-21,0.0,1.0,1.0,189707.0,modern,audio_features,1
0.782,108.038,0.875,k-pop,0.113,0.906,"ZICO, JENNIE",4.0,0.078,78,SPOT!,K-Pop Daebak,SPOT!,2024-04-26,0.0,0.0,5.0,167707.0,modern,audio_features,1
0.895,124.994,0.803,k-pop,0.154,0.757,NewJeans,4.0,0.0623,78,How Sweet,K-Pop Daebak,How Sweet,2024-05-24,5.67e-06,1.0,1.0,219027.0,modern,audio_features,1
0.728,140.041,0.774,k-pop,0.0473,0.461,BABYMONSTER,4.0,0.169,78,BABYMONS7ER,K-Pop Daebak,SHEESH,2024-04-01,0.0,1.0,2.0,170357.0,modern,audio_features,1
0.5,101.959,0.871,k-pop,0.0672,0.76,BABYMONSTER,4.0,0.103,75,BABYMONS7ER,K-Pop Daebak,LIKE THAT,2024-04-01,3.49e-06,0.0,11.0,168359.0,modern,audio_features,1
0.774,109.945,0.801,k-pop,0.0968,0.383,NCT DREAM,4.0,0.157,69,DREAM( )SCAPE,K-Pop Daebak,Smoothie,2024-03-25,0.0,1.0,1.0,188080.0,modern,audio_features,1
0.872,131.016,0.644,k-pop,0.363,0.378,aespa,4.0,0.0417,78,Drama - The 4th Mini Album,K-Pop Daebak,Drama,2023-11-10,0.0,0.0,6.0,214973.0,modern,audio_features,1
0.592,157.969,0.521,pop,0.122,0.535,"Lady Gaga, Bruno Mars",3.0,0.0304,100,Die With A Smile,Global Top 50,Die With A Smile,2024-08-16,0.0,0.0,6.0,251668.0,global,audio_features,1
0.783,149.027,0.777,pop,0.355,0.939,"ROSÉ, Bruno Mars",4.0,0.26,98,APT.,Global Top 50,APT.,2024-10-18,0.0,0.0,0.0,169917.0,global,audio_features,1
0.507,104.978,0.747,pop,0.117,0.438,Billie Eilish,4.0,0.0358,97,HIT ME HARD AND SOFT,Global Top 50,BIRDS OF A FEATHER,2024-05-17,0.0608,1.0,2.0,210373.0,global,audio_features,1
0.808,108.548,0.554,pop,0.159,0.372,Gracie Abrams,4.0,0.0368,93,The Secret of Us (Deluxe),Global Top 50,That’s So True,2024-10-18,0.0,1.0,1.0,166300.0,global,audio_features,1
0.756,116.034,0.66,pop,0.193,0.838,Jimin,4.0,0.032,92,MUSE,Global Top 50,Who,2024-07-19,0.0,0.0,0.0,170888.0,global,audio_features,1
0.711,146.921,0.487,pop,0.152,0.317,Jin,4.0,0.0322,71,Happy - :') (Remixes),Global Top 50,Running Wild,2024-11-19,0.0,1.0,8.0,151647.0,global,audio_features,1
0.413,94.938,0.494,pop,0.193,0.273,Gigi Perez,4.0,0.0254,93,Sailor Song,Global Top 50,Sailor Song,2024-07-26,6.72e-05,1.0,11.0,211979.0,global,audio_features,1
0.907,112.964,0.674,pop,0.297,0.721,Sabrina Carpenter,4.0,0.064,93,Short n' Sweet,Global Top 50,Taste,2024-08-23,0.0,1.0,3.0,157280.0,global,audio_features,1
0.651,112.648,0.694,pop,0.0787,0.471,"Oscar Maydon, Fuerza Regida",3.0,0.0784,93,Tu Boda,Global Top 50,Tu Boda,2024-09-26,1.36e-05,1.0,6.0,225881.0,global,audio_features,1
0.247,148.101,0.467,pop,0.17,0.126,Billie Eilish,4.0,0.0431,93,HIT ME HARD AND SOFT,Global Top 50,WILDFLOWER,2024-05-17,0.000271,0.0,6.0,261467.0,global,audio_features,1
0.776,103.963,0.699,pop,0.205,0.708,Sabrina Carpenter,4.0,0.0293,88,Short n' Sweet,Global Top 50,Espresso,2024-08-23,5.36e-06,1.0,0.0,175459.0,global,audio_features,1
0.722,119.973,0.769,pop,0.111,0.57,"The Weeknd, Playboi Carti",4.0,0.0507,92,Timeless,Global Top 50,Timeless (with Playboi Carti),2024-09-27,2.56e-06,0.0,11.0,256000.0,global,audio_features,1
0.582,116.712,0.7,pop,0.0881,0.785,Chappell Roan,4.0,0.0356,94,"Good Luck, Babe!",Global Top 50,"Good Luck, Babe!",2024-04-05,0.0,0.0,11.0,218424.0,global,audio_features,1
0.563,105.008,0.833,pop,0.139,0.343,"Rauw Alejandro, Bad Bunny",4.0,0.204,82,Cosa Nuestra,Global Top 50,Qué Pasaría...,2024-11-15,1.27e-05,0.0,4.0,182857.0,global,audio_features,1
0.627,150.273,0.336,pop,0.0708,0.35,Mariah Carey,4.0,0.0384,87,Merry Christmas,Global Top 50,All I Want for Christmas Is You,1994-10-28,0.0,1.0,7.0,241107.0,global,audio_features,1
0.598,107.732,0.733,pop,0.156,0.935,Wham!,4.0,0.0278,72,The Singles: Echoes from the Edge of Heaven,Global Top 50,Last Christmas - Single Version,2023-07-07,3.71e-06,1.0,2.0,265960.0,global,audio_features,1
0.471,105.029,0.472,pop,0.14,0.219,Benson Boone,3.0,0.0603,89,Fireworks & Rollerblades,Global Top 50,Beautiful Things,2024-04-05,0.0,1.0,10.0,180304.0,global,audio_features,1
0.668,128.027,0.924,pop,0.0678,0.787,KAROL G,4.0,0.0469,93,Si Antes Te Hubiera Conocido,Global Top 50,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,1.0,11.0,195824.0,global,audio_features,1
0.872,184.115,0.466,pop,0.121,0.806,Linkin Park,4.0,0.0336,79,From Zero,Global Top 50,The Emptiness Machine,2024-11-15,0.0,1.0,7.0,190428.0,global,audio_features,1
0.586,107.015,0.675,pop,0.104,0.621,Sabrina Carpenter,4.0,0.0531,87,Short n' Sweet,Global Top 50,Please Please Please,2024-08-23,0.0,1.0,9.0,186365.0,global,audio_features,1
0.406,115.94,0.53,pop,0.133,0.338,Gracie Abrams,3.0,0.033,90,The Secret of Us,Global Top 50,"I Love You, I'm Sorry",2024-06-21,0.0,1.0,10.0,157147.0,global,audio_features,1
